,Unnamed: 0,review_date,rating,mrp,country,product_id,trans_review
1407,1410,2023-03-13,5,82350,the United States,13900K,"I can't believe the price for what this thing does. I do photography, video and graphics. Not sure I will ever use its full potential. With water cooling this thing runs super cool. Considering my last computer was a quad core...well. I should be future proof for a very long time.  Intel i9 13900k Corsair iCUE H150i RGB Elite Liquid CPU Cooler Asus TUF Gaming Z-790 Plus Wi-fi Corsair RMx Series RM850x 850 Watt PSU Asus TUF Gaming GeForce RTX 3070 Ti OC V2 32GB Corsair Vengance DDR5 5600 1TB Samsung 980 PRO Gen 4 Gaming NVMe - System 2TB Samsung 980 PRO Gen 4 Gaming NVMe – Data Antec P20CE Case 2X ASUS ProArt 24.1"" Monitors"
1408,1411,2023-12-26,2,82350,the United States,13900K,"Took me forever to figure this out, but I can't reach rated speeds on my 13900k due to throttling.  SP 111/88 = 103 Cooling: 170  When the throttle happens, both P-cores and E-cores drop, causing performance hits in normal tasks as well as games. ASUS motherboard at default settings attempts to send extreme amounts of voltage to the CPU (1.4+) in order to reach boost rating (no XMP).  This has literally been the most difficult processor to reign in heat I've had to deal with in my 30 years of computing, AMD is starting to look good I guess (which is why I switched to and have remained with intel for 20 years, AMD ran hot back in the day). Apparently even the 14900k's are having issues.  It's power hungry It's hot Not enough surface area to cool appropriately without risking your warranty  Literally every solution I've seen involves doing things Intel recommends against.  Intel: Some help would be appreciated."
1409,1412,2023-06-04,5,82350,the United States,13900K,"This CPU is insanely fast for both gaming, but also productivity. Right out of the box with default settings, my 13900K scored over 40000 points on Cinebench R23 multicore test. For max power uses like Cinebench or Blender, it pushes my 360mm AIO cooler to it's limits, but for gaming it rarely gets above 60*C. I use a Thermalrite contact frame, and Thermal Grizzly Kryonaut paste for max cooling effectiveness. Overall, very pleased with my purchase and plan to use this CPU for many years to come."
1410,1413,2023-06-19,5,82350,the United States,13900K,"Installed on my full white build with ASUS ROG MAXIMUS Z690 FORMULA works without any problems, I had the bios 2103 now 2403 works flawlessly. It's fast but I noticed a little more on the hot side I get 35-45 idle and 50-60 during MW2. I have the NZXT Z73 cooler.  First time I ran AIDA64 it failed saying hardware failure, second and consecutive times it ran at 80ish but below 90"
1411,1414,2023-09-23,5,82350,the United States,13900K,"Well, what can I tell you, it is simply the best processor of 2023, you have to have an idea of ​​what you are going to use it for, it is a big beast that is not worth it for small fights."
1412,1415,2023-07-17,5,82350,Canada,13900K,Play Video This cpu will give you all the juice you need for that sweet ultra 4k gaming i recommend either a noctua dh-15 as Air cooling solution for this cpu since it can run hit under heavy load i dont recommend an AIO but i do recommend a custom loop if you know what you are doing its very worth for this cpu other than this have fun gamers
1413,1416,2023-08-30,4,82350,the United States,13900K,Hot 🔥🔥🔥🔥🔥
1414,1417,2023-12-01,5,82350,the United States,13900K,It is very agile and for its amount of nuclei very fast!
1415,1418,2023-11-30,5,82350,the United States,13900K,Bought it for gaming. It does what I need.
1416,1419,2023-08-23,5,82350,the United States,13900K,"It's great, 24 cores 32 processors. I was able to spin up about 6 different Virtual machines with no lag 4 cores each, or delay on switching between each virtual machine AND on dual monitor.  The best of the best for a reason."
1417,1420,2023-04-09,5,82350,the United States,13900K,"I had I core7-7700k 7Ge, so I changed some components because they were already 5 years old, and I wanted to update to windows 11 so I had to changed the cpu so I decided for this i9 of course I had to changed then the motherboard the memory the cpu cooler and the case the rest was fine to work with the new components, now my pc it’s like a beast So fast and powerful with the 990 pro, I love it…"
1418,1421,2023-10-02,5,82350,the United States,13900K,This Cpu works great with the MSI Hero Z790 mobo. coupled with a MSI MEG coreliquid AIO Cpu Cooler i dont have any issues with the amount of heat this I9 puts out.
1419,1422,2023-12-15,5,82350,the United States,13900K,Reliable speedy productivity/gaming CPU
1420,1423,2023-03-28,5,82350,the United States,13900K,"I use it for computation (not games) with a noctua d15 (1 fan). On all cores (some openmp stuff I wrote) it goes 5.1GHz on the performance cores and 4.1GHz on the efficient cores (in a 23C corner of a room). The temp moves between 90 and 100 C. How I handle that, emotionally, is to have enough in my bank account to get a 13600k overnighted. Having said that, I've been at it for a little over a month and there has not been a glitch. Paired with an asus strix 790-e."
1421,1424,2023-05-01,5,82350,the United States,13900K,"I seriously doubt I’ll be replacing this in the next several years, if even that. This thing is a beast and handles everything you throw at it.  I’ve put it through all of the usual hoops and it barely seems to notice. I’ve set it up with the Arctic Liquid Freezer II 420 A-RGB to deal with the heat and it handles that just fine.  Worth your time and money, not a bad choice at all."
1422,1425,2023-03-01,4,82350,the United States,13900K,This processor produces too much heat. Forget obout overclocking (I tried Intel utility). In overclocked mode the processor consumes over 300W and heats to over 100C even with the best cooler. Without overclocking it consumes about 250W and heats up to 89C under the full load (which is acceptable).
1423,1426,2022-11-23,5,82350,the United States,13900K,"Have been using this for less than a week. Amazing cpu, easy to install in your motherboard. Package appears more simpler compared to older model.  Question: do you want an over built, beast of a cpu that you will likely not use to its full potential, but want the best of the best and your willing to pay a small premium compared to the slower model, but you're not some simp that wants something good but wants to dominate and laugh because you're cpu is better than all the ones out there? If the answer is yes, than please get this."
